,Distance,Gender,Time,Name,Date,Year
0,3000.0,m,516.79999999999995,Hannes Kolehmainen ,2012-07-12 00:00:00,1912.5833333333333
1,3000.0,m,513.20000000000005,John Zander ,2018-08-07 00:00:00,1918.6666666666667
2,3000.0,m,508.60000000000002,Paavo Nurmi ,2022-08-27 00:00:00,1922.6666666666667
3,3000.0,m,507.60000000000002,Edvin Wide ,2025-06-07 00:00:00,1925.5
4,3000.0,m,505.39999999999998,Paavo Nurmi ,2026-05-24 00:00:00,1926.4166666666667
5,3000.0,m,500.39999999999998,Paavo Nurmi ,2026-07-13 00:00:00,1926.5833333333333
6,3000.0,m,498.80000000000001,Janusz Kusociski,2032-06-19 00:00:00,1932.5
7,3000.0,m,498.39999999999998,Henry Nielsen ,2034-07-24 00:00:00,1934.5833333333333
8,3000.0,m,494.80000000000001,Gunnar Höckert,2036-09-16 00:00:00,1936.75
9,3000.0,m,489.0,Henry Kälarne ,2040-08-14 00:00:00,1940.6666666666667
10,3000.0,m,481.19999999999999,Gunder Hägg,2042-08-28 00:00:00,1942.6666666666667
11,3000.0,m,478.80000000000001,Gaston Reiff ,2049-08-12 00:00:00,1949.6666666666665
12,3000.0,m,475.60000000000002,Sándor Iharos ,2055-05-14 00:00:00,1955.4166666666665
13,3000.0,m,475.60000000000002,Gordon Pirie ,2056-06-22 00:00:00,1956.5
14,3000.0,m,472.80000000000001,Gordon Pirie ,2056-09-04 00:00:00,1956.75
15,3000.0,m,469.19999999999999,FRA ,2062-06-27 00:00:00,1962.5
16,3000.0,m,469.0,Michel Jaz,2065-06-23 00:00:00,1965.5
17,3000.0,m,466.0,Siegfried Herrmann ,2065-08-05 00:00:00,1965.6666666666665
18,3000.0,m,459.60000000000002,Kipchoge Keino ,2065-08-27 00:00:00,1965.6666666666665
19,3000.0,m,457.60000000000002,Emiel Puttemans ,1972-09-14 00:00:00,1972.75
20,3000.0,m,455.19999999999999,Brendan Foster ,1974-08-03 00:00:00,1974.6666666666667
21,3000.0,m,452.10000000000002,Henry Rono ,1978-06-27 00:00:00,1978.5
22,3000.0,m,449.44999999999999,Saïd Aouita ,1989-08-20 00:00:00,1989.6666666666667
23,3000.0,m,448.95999999999998,Moses Kiptanui ,1992-08-16 00:00:00,1992.6666666666667
24,3000.0,m,445.11000000000001,Noureddine Morceli ,1994-08-02 00:00:00,1994.6666666666667
25,3000.0,m,440.67000000000002,Daniel Komen ,1996-09-01 00:00:00,1996.75
