,Distance,Gender,Time,Name,Date,Year
0,1609.3399999999999,m,254.40000000000001,John Paul Jones ,2013-05-31 00:00:00,1913.4166666666667
1,1609.3399999999999,m,252.59999999999999,Norman Taber ,2015-07-16 00:00:00,1915.5833333333333
2,1609.3399999999999,m,250.40000000000001,Paavo Nurmi ,2023-08-23 00:00:00,1923.6666666666667
3,1609.3399999999999,m,249.19999999999999,Jules Ladoumègue ,2031-10-04 00:00:00,1931.8333333333333
4,1609.3399999999999,m,247.59999999999999,Jack Lovelock ,2033-07-15 00:00:00,1933.5833333333333
5,1609.3399999999999,m,246.80000000000001,Glenn Cunningham ,2034-06-16 00:00:00,1934.5
6,1609.3399999999999,m,246.40000000000001,Sydney Wooderson,2037-08-28 00:00:00,1937.6666666666667
7,1609.3399999999999,m,246.19999999999999,Gunder Hägg,2042-07-01 00:00:00,1942.5833333333333
8,1609.3399999999999,m,246.19999999999999,Arne Andersson ,2042-07-10 00:00:00,1942.5833333333333
9,1609.3399999999999,m,244.59999999999999,Gunder Hägg,2042-09-04 00:00:00,1942.75
10,1609.3399999999999,m,242.59999999999999,Arne Andersson ,2043-07-01 00:00:00,1943.5833333333333
11,1609.3399999999999,m,241.59999999999999,Arne Andersson ,2044-07-18 00:00:00,1944.5833333333333
12,1609.3399999999999,m,241.40000000000001,Gunder Hägg,2045-07-17 00:00:00,1945.5833333333333
13,1609.3399999999999,m,239.40000000000001,Roger Bannister ,2054-05-06 00:00:00,1954.4166666666665
14,1609.3399999999999,m,238.0,John Land,2054-06-21 00:00:00,1954.5
15,1609.3399999999999,m,237.19999999999999,Derek Ibbotson ,2057-07-19 00:00:00,1957.5833333333335
16,1609.3399999999999,m,234.5,Herb Elliott,2058-08-06 00:00:00,1958.6666666666665
17,1609.3399999999999,m,234.40000000000001,Peter Snell,2062-01-27 00:00:00,1962.0833333333335
18,1609.3399999999999,m,234.09999999999999,Peter Snell,2064-11-17 00:00:00,1964.9166666666665
19,1609.3399999999999,m,233.59999999999999,Michel Jaz,2065-06-09 00:00:00,1965.5
20,1609.3399999999999,m,231.30000000000001,Jim Ryun ,1966-07-17 00:00:00,1966.5833333333333
21,1609.3399999999999,m,231.09999999999999,Jim Ryun ,1967-06-23 00:00:00,1967.5
22,1609.3399999999999,m,231.0,Filbert Bayi ,1975-05-17 00:00:00,1975.4166666666667
23,1609.3399999999999,m,229.40000000000001,John Walker ,1975-08-12 00:00:00,1975.6666666666667
24,1609.3399999999999,m,229.0,Sebastian Coe,1979-07-17 00:00:00,1979.5833333333333
25,1609.3399999999999,m,228.80000000000001,Steve Ovett ,1980-07-01 00:00:00,1980.5833333333333
26,1609.3399999999999,m,228.53,Sebastian Coe,1981-08-19 00:00:00,1981.6666666666667
27,1609.3399999999999,m,228.40000000000001,Steve Ovett ,1981-08-26 00:00:00,1981.6666666666667
28,1609.3399999999999,m,227.32999999999998,Sebastian Coe,1981-08-28 00:00:00,1981.6666666666667
29,1609.3399999999999,m,226.31999999999999,Steve Cram ,1985-07-27 00:00:00,1985.5833333333333
30,1609.3399999999999,m,224.38999999999999,Noureddine Morceli ,1993-09-05 00:00:00,1993.75
31,1609.3399999999999,m,223.13,Hicham El Guerrouj,1999-07-07 00:00:00,1999.5833333333333
