,Distance,Gender,Time,Name,Date,Year
0,800.0,f,150.40000000000001,Georgette Lenoir ,2022-08-20 00:00:00,1922.6666666666667
1,800.0,f,146.59999999999999,Mary Lines,2022-08-30 00:00:00,1922.6666666666667
2,800.0,f,143.80000000000001,Lina Batschauer/Radke,2027-08-07 00:00:00,1927.6666666666667
3,800.0,f,140.40000000000001,Inga Gentzel ,2028-06-16 00:00:00,1928.5
4,800.0,f,139.59999999999999,Lina Radke ,2028-07-01 00:00:00,1928.5833333333333
5,800.0,f,136.80000000000001,Lina Radke ,2028-08-02 00:00:00,1928.6666666666667
6,800.0,f,135.90000000000001,Anna Larsson ,2044-08-27 00:00:00,1944.6666666666667
7,800.0,f,134.80000000000001,Anna Larsson ,2045-08-19 00:00:00,1945.6666666666667
8,800.0,f,133.80000000000001,Anna Larsson ,2045-08-30 00:00:00,1945.6666666666667
9,800.0,f,133.0,Yevdokiya Vasilyeva ,2050-07-17 00:00:00,1950.5833333333335
10,800.0,f,132.19999999999999,Valentina Pomogayeva ,2051-07-26 00:00:00,1951.5833333333335
11,800.0,f,132.0,Nina Pletnyova ,2051-08-26 00:00:00,1951.6666666666665
12,800.0,f,128.5,Nina Pletnyova/Otkalenko,2052-06-15 00:00:00,1952.5
13,800.0,f,127.3,Nina Otkalenko ,2053-08-27 00:00:00,1953.6666666666665
14,800.0,f,126.59999999999999,Nina Otkalenko ,2054-09-16 00:00:00,1954.75
15,800.0,f,125.0,Nina Otkalenko ,2055-09-24 00:00:00,1955.75
16,800.0,f,124.3,Lyudmila Shevtsova ,2060-07-03 00:00:00,1960.5833333333335
17,800.0,f,124.3,Lyudmila Shevtsova ,2060-09-07 00:00:00,1960.75
18,800.0,f,121.2,Dixie Willis,2062-03-03 00:00:00,1962.25
19,800.0,f,121.09999999999999,Ann Packer ,2064-10-20 00:00:00,1964.8333333333335
20,800.0,f,121.0,Judy Pollock ,1967-06-28 00:00:00,1967.5
21,800.0,f,120.5,Vera Nikoli ,1968-07-20 00:00:00,1968.5833333333333
22,800.0,f,118.5,Hildegard Falck ,1971-07-11 00:00:00,1971.5833333333333
23,800.0,f,117.5,Svetla Zlateva ,1973-08-24 00:00:00,1973.6666666666667
24,800.0,f,116.0,Valentina Gerasimova,1976-06-12 00:00:00,1976.5
25,800.0,f,114.90000000000001,Tatyana Kazankina ,1976-07-26 00:00:00,1976.5833333333333
26,800.0,f,114.90000000000001,Nadezhda Olizarenko ,1980-06-12 00:00:00,1980.5
27,800.0,f,113.5,Nadezhda Olizarenko ,1980-07-27 00:00:00,1980.5833333333333
28,800.0,f,113.28,Jarmila Kratochvílová ,1983-07-26 00:00:00,1983.5833333333333
