,Distance,Gender,Time,Name,Date,Year
0,1609.3399999999999,f,277.0,Anne Smith ,1967-06-03 00:00:00,1967.5
1,1609.3399999999999,f,276.80000000000001,Maria Gommers ,1969-06-14 00:00:00,1969.5
2,1609.3399999999999,f,275.30000000000001,Ellen Tittel ,1971-08-20 00:00:00,1971.6666666666667
3,1609.3399999999999,f,269.5,Paola Cacchi ,1973-08-08 00:00:00,1973.6666666666667
4,1609.3399999999999,f,263.80000000000001,Natalia Mrescu ,1977-05-21 00:00:00,1977.4166666666667
5,1609.3399999999999,f,262.10000000000002,Natalia Mrescu ,1979-01-27 00:00:00,1979.0833333333333
6,1609.3399999999999,f,261.69999999999999,Mary Decker/Tabb/Slane,1980-01-26 00:00:00,1980.0833333333333
7,1609.3399999999999,f,260.88999999999999,Lyudmila Veselkova ,1981-09-12 00:00:00,1981.75
8,1609.3399999999999,f,258.07999999999998,Mary Tabb ,1982-07-09 00:00:00,1982.5833333333333
9,1609.3399999999999,f,257.44,Maricica Puic,1982-09-16 00:00:00,1982.75
10,1609.3399999999999,f,256.70999999999998,Mary Slane,1985-08-21 00:00:00,1985.6666666666667
11,1609.3399999999999,f,255.61000000000001,Paula Ivan ,1989-07-10 00:00:00,1989.5833333333333
12,1609.3399999999999,f,252.56,Svetlana Masterkova,1996-08-14 00:00:00,1996.6666666666667
