,Distance,Gender,Time,Name,Date,Year
0,20000.0,f,4783.0,Nadia Garcia ,1972-05-20 00:00:00,1972.4166666666667
1,20000.0,f,4563.0,Nadia Garcia ,1975-09-27 00:00:00,1975.75
2,20000.0,f,4500.0,Karen Bridges ,1977-10-29 00:00:00,1977.8333333333333
3,20000.0,f,4474.0,Kim Merritt,1978-07-02 00:00:00,1978.5833333333333
4,20000.0,f,4448.0,Julie Shea ,1979-04-01 00:00:00,1979.3333333333333
5,20000.0,f,4284.0,Marty Cookse,1979-05-20 00:00:00,1979.4166666666667
6,20000.0,f,4234.0,Patti Lyons ,1979-09-23 00:00:00,1979.75
7,20000.0,f,4199.0,Jacqueline Gareau ,1979-09-30 00:00:00,1979.75
8,20000.0,f,4171.0,Nancy Conz,1982-03-06 00:00:00,1982.25
9,20000.0,f,4012.0,Cathie Twome,1982-03-07 00:00:00,1982.25
10,20000.0,f,3997.0,Hellen Kimaiyo ,1993-10-17 00:00:00,1993.8333333333333
11,20000.0,f,3911.0,Wang Xiuting,1993-01-06 00:00:00,1993.0833333333333
12,20000.0,f,3911.0,Colleen de Reuck ,1998-09-07 00:00:00,1998.75
13,20000.0,f,3834.0,Lornah Kiplagat ,2001-03-11 00:00:00,2001.25
14,20000.0,f,3806.0,Paula Radcliffe ,2001-10-06 00:00:00,2001.8333333333333
15,20000.0,f,3741.0,Paula Radcliffe ,2003-09-21 00:00:00,2003.75
16,20000.0,f,3801.0,Lornah Kiplagat ,2006-10-08 00:00:00,2006.8333333333333
17,20000.0,f,3777.0,Lornah Kiplagat ,2007-10-14 00:00:00,2007.8333333333333
18,20000.0,f,3756.0,Mary Keitan,2011-02-18 00:00:00,2011.1666666666667
19,20000.0,f,3716.0,Florence Kiplagat ,2014-02-16 00:00:00,2014.1666666666667
20,20000.0,f,3714.0,Florence Kiplagat ,2015-02-15 00:00:00,2015.1666666666667
