,Distance,Gender,Time,Name,Date,Year
0,400.0,f,57.0,Marlene Mathews/Willard ,2057-01-06 00:00:00,1957.0833333333335
1,400.0,f,57.0,Marise Chamberlain ,2057-02-16 00:00:00,1957.1666666666665
2,400.0,f,56.3,Nancy Boyle ,2057-02-24 00:00:00,1957.1666666666665
3,400.0,f,55.2,Polina Lazareva ,2057-05-10 00:00:00,1957.4166666666665
4,400.0,f,54.0,Mariya Itkina ,2057-06-08 00:00:00,1957.5
5,400.0,f,53.6,Mariya Itkina ,2057-07-06 00:00:00,1957.5833333333335
6,400.0,f,53.4,Mariya Itkina ,2059-09-12 00:00:00,1959.75
7,400.0,f,53.4,Mariya Itkina ,2062-09-14 00:00:00,1962.75
8,400.0,f,51.9,Shin Geum Dan,2062-10-23 00:00:00,1962.8333333333335
9,400.0,f,51.7,Nicole Duclos ,1969-09-18 00:00:00,1969.75
10,400.0,f,51.7,Colette Besson ,1969-09-18 00:00:00,1969.75
11,400.0,f,51.0,Marilyn Neufville ,1970-07-23 00:00:00,1970.5833333333333
12,400.0,f,51.0,Monika Zehrt ,1972-07-04 00:00:00,1972.5833333333333
13,400.0,f,49.9,Irena Szewiska ,1974-06-22 00:00:00,1974.5
14,400.0,f,50.14,Riitta Salin ,1974-09-04 00:00:00,1974.75
15,400.0,f,49.77,Christina Brehmer ,1976-05-09 00:00:00,1976.4166666666667
16,400.0,f,49.75,Irena Szewiska ,1976-06-22 00:00:00,1976.5
17,400.0,f,49.29,Irena Szewiska ,1976-07-29 00:00:00,1976.5833333333333
18,400.0,f,49.19,Marita Koch ,1978-07-02 00:00:00,1978.5833333333333
19,400.0,f,49.03,Marita Koch ,1978-08-19 00:00:00,1978.6666666666667
20,400.0,f,48.94,Marita Koch ,1978-08-31 00:00:00,1978.6666666666667
21,400.0,f,48.89,Marita Koch ,1979-07-29 00:00:00,1979.5833333333333
22,400.0,f,48.6,Marita Koch ,1979-08-04 00:00:00,1979.6666666666667
23,400.0,f,48.16,Marita Koch ,1982-09-08 00:00:00,1982.75
24,400.0,f,47.99,Jarmila Kratochvílová ,1983-08-10 00:00:00,1983.6666666666667
25,400.0,f,47.6,Marita Koch ,1985-10-06 00:00:00,1985.8333333333333
