,Distance,Gender,Time,Name,Date,Year
0,20000.0,m,3750.0,Sergey Popov ,2058-08-24 00:00:00,1958.6666666666665
1,20000.0,m,3849.0,John Kelle,2059-07-04 00:00:00,1959.5833333333335
2,20000.0,m,3658.0,Abebe Bikila ,2064-10-21 00:00:00,1964.8333333333335
3,20000.0,m,3599.0,Derek Clayton ,1967-12-03 00:00:00,1968.0
4,20000.0,m,3823.0,Pete McArdle,2061-07-04 00:00:00,1961.5833333333335
5,20000.0,m,3655.0,Takayuki Nakao ,2062-03-21 00:00:00,1962.25
6,20000.0,m,3586.0,Seiichiro Sasaki,1968-03-03 00:00:00,1968.25
7,20000.0,m,3537.0,Seiichiro Sasaki,1969-02-23 00:00:00,1969.1666666666667
8,20000.0,m,3488.0,Toshihiko Seko ,1979-11-18 00:00:00,1979.9166666666667
9,20000.0,m,3469.0,Toshihiko Seko ,1980-11-23 00:00:00,1980.9166666666667
10,20000.0,m,3423.0,Shem Kororia ,1997-10-04 00:00:00,1997.8333333333333
11,20000.0,m,3423.0,Kenneth Cheruiyot ,1997-10-04 00:00:00,1997.8333333333333
12,20000.0,m,3378.0,Paul Tergat,1998-04-04 00:00:00,1998.3333333333333
13,20000.0,m,3378.0,Samuel Wanjiru,2005-09-11 00:00:00,2005.75
14,20000.0,m,3348.0,Haile Gebrselassie ,2006-01-15 00:00:00,2006.0833333333333
15,20000.0,m,3331.0,Samuel Wanjiru,2007-03-17 00:00:00,2007.25
16,20000.0,m,3321.0,Zersenay Tadese ,2010-03-21 00:00:00,2010.25
