,Distance,Gender,Time,Name,Date,Year
0,10000.0,m,1797.0,Derek Clayton ,1967-12-03 00:00:00,1968.0
1,10000.0,m,1807.0,George Stewart ,1971-10-09 00:00:00,1971.8333333333333
2,10000.0,m,1777.0,Stanislav Hoffman ,1974-09-22 00:00:00,1974.75
3,10000.0,m,1754.0,Don Kardong ,1976-07-04 00:00:00,1976.5833333333333
4,10000.0,m,1715.0,Bill Rodgers,1976-11-20 00:00:00,1976.9166666666667
5,10000.0,m,1683.0,Craig Virgin ,1978-03-12 00:00:00,1978.25
6,10000.0,m,1704.0,Greg Meyer ,1979-06-23 00:00:00,1979.5
7,10000.0,m,1680.0,Matthews Motswarateu ,1980-10-04 00:00:00,1980.8333333333333
8,10000.0,m,1675.0,Mike Musyoki ,1981-04-05 00:00:00,1981.3333333333333
9,10000.0,m,1669.0,Mike Musyoki ,1982-04-04 00:00:00,1982.3333333333333
10,10000.0,m,1663.0,Zakariah Barie,1984-03-03 00:00:00,1984.25
11,10000.0,m,1643.0,Mark Nenow ,1984-04-01 00:00:00,1984.3333333333333
12,10000.0,m,1661.0,Arturo Barrios ,1986-03-01 00:00:00,1986.25
13,10000.0,m,1660.0,Addis Abebe ,1993-01-24 00:00:00,1993.0833333333333
14,10000.0,m,1657.0,Tendai Chimusasa ,1993-04-25 00:00:00,1993.3333333333333
15,10000.0,m,1654.0,William Sigei ,1994-04-04 00:00:00,1994.3333333333333
16,10000.0,m,1654.0,Haile Gebrselassie ,1994-04-04 00:00:00,1994.3333333333333
17,10000.0,m,1644.0,William Sigei ,1994-04-16 00:00:00,1994.3333333333333
18,10000.0,m,1640.0,Joseph Kimani,1996-05-05 00:00:00,1996.4166666666667
19,10000.0,m,1624.0,Joseph Kimani,1996-07-04 00:00:00,1996.5833333333333
20,10000.0,m,1638.0,Sammy Kipketer ,2001-04-08 00:00:00,2001.3333333333333
21,10000.0,m,1622.0,Haile Gebrselassie ,2002-12-11 00:00:00,2003.0
22,10000.0,m,1621.0,Micah Kogo ,2009-03-29 00:00:00,2009.25
23,10000.0,m,1604.0,Leonard Komon,2010-09-26 00:00:00,2010.75
